Plant,SaleMan,Customer,Item,Description,ค่าเผื่อ,Back Order,Safety,สต็อก,มีพีโอ,เกินพีโอ,ผลิตล่าสุด,ขายล่าสุด,อายุ,Reason (ที่มา),Action (วิธีการ),Remarks,Commit Date,Planning Remarks
P3/1 ผ่า,ปลัชนันท์,บริษัท เพอร์เฟคคอมปาเนียน / เดิม เอส.ดับบลิว.ที จำกัด,G91-05-202-58100-015-00-1232-1,ClassicPetBeef20kg(VN26DAN10L/20I)800D-B,0,"25,996",,"1,753","1,753",0,13/02/2026,17/01/2026,ไม่เกิน 30 วัน,,,,,-
P3/1 ผ่า,ปลัชนันท์,บริษัท เพอร์เฟคคอมปาเนียน / เดิม เอส.ดับบลิว.ที จำกัด,G91-05-202-58110-015-00-1920-1,SMHD (VN8DA10/20I) เนื้ออบ 20 kg,0,"2,225",,"2,175","2,175",0,09/01/2026,14/01/2026,1 เดือน,,,,,-
P3/1 ผ่า,รณชัย,หจก.จรัญ13,G91-05-402-58094-110-10-1640-1,สารปรับปรุงดิน เขาแก้ว สีเขียว (8-22),#DIV/0!,,,800,0,800,21/04/2025,22/04/2025,9-12 เดือน,21. งานผลิตอยู่ในค่าเผื่อ แต่ขายเกินไม่ได้,4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,แจ้งฝ่ายขายติดตามขอ PO ลค.เพิ่ม,,-
P3/1 ผ่า,ศตวรรษ,บริษัท แอ๊ดว้านซ์ฟาร์ม่า จำกัด,G91-05-409-46065-110-10-0004-1,แร่ธาตุผสม M Plus 20kg,0,,,700,0,700,24/01/2025,24/01/2025,เกินปี,32.ผลิตเกินค่า (+0/-5),4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,แจ้งฝ่ายขายติดตามขอ PO ลค.เพิ่ม,, ผลิตเกินค่าเผื่อในเครือขายเกินไม่ได้ต้องรอ PO รอบถัดไป
P3/1 ผ่า,ธฤต,บริษัท คาร์กิลล์สยาม จำกัด,G91-05-439-41065-110-00-0388-1,Unique กุ้งกุลาดำ 382 10 กก _06-21,0,"5,000",,"5,375","5,000",375,20/02/2026,20/02/2026,ไม่เกิน 30 วัน,,,,,-
P3/1 ผ่า,ธฤต,บริษัท คาร์กิลล์สยาม จำกัด,G91-05-439-41065-110-00-0438-1,สูตร Shrimp Feed 9991 _06-21,0,"5,000",,"4,420","4,420",0,19/01/2026,19/12/2025,1 เดือน,,,,,-
P3/1 ผ่า,ธฤต,บริษัท คาร์กิลล์สยาม จำกัด,G91-05-439-48089-110-00-0340-1,Shrimp Feed 9993S 25 Kg_06-21,0,"10,085",,"9,450","9,450",0,16/02/2026,20/02/2026,ไม่เกิน 30 วัน,32.ผลิตเกินค่า (+0/-5),4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,สั่งซื้อโรง 1 ตามที่ฝ่ายขายแจ้งประมานการณ์ แจ้งฝ่ายขายติดตามขอ PO ลค.เพิ่ม,,-
P3/1 ผ่า,ธฤต,บริษัท คาร์กิลล์สยาม จำกัด,G91-05-439-48089-110-00-0349-1,Boss กุ้งขาว 3L_06-21,0,"5,000",,"4,599","4,599",0,18/10/2025,25/10/2025,5-6 เดือน,32.ผลิตเกินค่า ( 0/-5),4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,แจ้งฝ่ายขายติดตามขอ PO ลค.,,-
P3/1 ผ่า,ธฤต,บริษัท คาร์กิลล์สยาม จำกัด,G91-05-439-48089-110-00-0517-1,Rider 95355 Kung Taley 35%_25 kg.12-24,0,"5,000",,"4,500","4,500",0,09/01/2025,,เกินปี,4. มีพีโอ และทำสต๊อคไว้ให้ลูกค้า,4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,แจ้งฝ่ายขายติดตามขอ PO ลค.,,-
P3/1 ผ่า,ธฤต,บริษัท คาร์กิลล์สยาม จำกัด,G91-05-439-48089-110-00-0531-1,SF 350011142 9993P 12-25,0,"30,000",,"9,059","9,059",0,20/02/2026,13/02/2026,ไม่เกิน 30 วัน,,,,,-
P3/1 ผ่า,ธฤต,บริษัท คาร์กิลล์สยาม จำกัด,G91-05-439-48089-110-00-0545-1,Cargill shrimp feed 9994S,0,"15,000",,"3,875","3,875",0,20/02/2026,20/02/2026,ไม่เกิน 30 วัน,,,,,-
P3/1 ผ่า,ธฤต,บริษัท คาร์กิลล์สยาม จำกัด,G91-05-439-51092-120-00-0489-1,Acco Feeds 11-T Pro-Wean 30KG.07-21,0,"5,000",,217,217,0,21/09/2025,23/09/2025,5-6 เดือน,32.ผลิตเกินค่า (+0/-5),4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,แจ้งฝ่ายขายติดตามขอ PO ลค.เพิ่ม,, งานผลิตเกินค่าเผื่อ
P3/1 ผ่า,ธฤต,บริษัท คาร์กิลล์สยาม จำกัด,G91-05-439-51094-120-00-0350-1,Nutrena 101-T Pro-Wean 30KG.06-21,0,0,,91,0,91,19/01/2026,19/01/2026,1 เดือน,32.ผลิตเกินค่า ( 0/-5),4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,แจ้งฝ่ายขายติดตามขอ PO ลค.,, งานผลิตเกินค่าเผื่อ
P3/1 ผ่า,ณัฐนันท์,บจก. เจบีเอฟ,G91-05-4AF-31054-100-02-0003-1,แข้งเทพ J 421<w>,-1,,,200,0,200,16/07/2025,16/07/2025,7-8 เดือน,15. ผลิตเกิน order ที่มี % ค่าเผื่อ ,4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,แจ้งฝ่ายขายติดตามขอ PO ลค.เพิ่ม,, งานผลิตเกินขายได้หมดส่งตามดิว
P3/1 ผ่า,ณัฐนันท์,บจ.ริชเชส เพ็ทฟู้ด,G91-05-4AI-46076-110-10-0073-1,TILDY CAT รสไก่และทูน่า 10 กก.,-1,,,400,0,400,05/03/2025,30/07/2025,9-12 เดือน,9. สินค้า Overlot ขายเศษไม่หมดสต๊อค,4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,แจ้งฝ่ายขายติดตามขอ PO ลค.เพิ่ม,,-
P3/1 ผ่า,ณัฐนันท์,บจ.ริชเชส เพ็ทฟู้ด,G91-05-4AI-51096-110-10-0087-1,Tundor Cat รสปลาทะเล 20 kg. 01-26,-1,"6,000",,450,450,0,12/02/2026,12/02/2026,ไม่เกิน 30 วัน,,,,,-
P3/1 ผ่า,ณัฐนันท์,บจ.ริชเชส เพ็ทฟู้ด,G91-05-4AI-51096-11E-10-0079-1,Ceto Cat Food รสทูน่า 20Kg.Feb25,-1,"4,424",,"4,875","4,424",451,23/01/2026,19/01/2026,ไม่เกิน 30 วัน,,,,,-
P3/1 ผ่า,ณัฐนันท์,บจ.ริชเชส เพ็ทฟู้ด,G91-05-4AI-51096-11E-10-0083-1,Nutrikat Signature รสไก่+ทูน่า,-1,,,545,0,545,22/08/2025,22/08/2025,7-8 เดือน,"20. ส่งเข้าคลังไม่จบในรอบเดียว, งานเศษส่งมาหลังจากขาย",4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,แจ้งฝ่ายขายติดตามขอ PO ลค.เพิ่ม,,-
P3/1 ผ่า,ธฤต,บจ. ไทยยูเนี่ยน ฟีดมิลล์,G91-05-4BJ-53105-100-00-1011-1,CC D-Light 1042 (มหาชัย) มหาชน 06-23,0,,,87,0,87,22/08/2025,03/09/2025,7-8 เดือน,32.ผลิตเกินค่า (+0/-5),5. ลูกค้าไม่ใช้แล้ว ทำบันทึกขออนุมัติขายราคาพิเศษ,แจ้งฝ่ายขายติดตามขอ PO ลค.เพิ่ม,, งานผลิตเกินค่าเผื่องานลูกค้าเจ้านี้ขายเกินไม่ได้เก็บไว้รอ PO รอบหน้า
P3/1 ผ่า,ธฤต,บจ. ไทยยูเนี่ยน ฟีดมิลล์,G91-05-4BJ-56094-112-10-1055-1,Hi tech 994 12-24,0,,,152,0,152,17/03/2025,18/03/2025,9-12 เดือน,32.ผลิตเกินค่า ( 0/-5),4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,แจ้งฝ่ายขายติดตามขอ PO ลค.เพิ่ม,,-
P3/1 ผ่า,ธฤต,บจ. ไทยยูเนี่ยน ฟีดมิลล์,G91-05-4BJ-56094-112-10-1064-1,HITECH 997_05-25,0,,,75,0,75,13/02/2026,13/02/2026,ไม่เกิน 30 วัน,32.ผลิตเกินค่า (+0/-5),4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,แจ้งฝ่ายขายติดตามขอ PO ลค.เพิ่ม,,-
P3/1 ผ่า,ธฤต,บจ. ไทยยูเนี่ยน ฟีดมิลล์,G91-05-4BJ-56094-112-10-1065-1,HITECH 996_05-25,0,"3,800",,"3,995","3,800",195,10/09/2025,08/09/2025,5-6 เดือน,32.ผลิตเกินค่า (+0/-5),4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,แจ้งฝ่ายขายติดตามขอ PO ลค.เพิ่ม,,-
P3/1 ผ่า,ธฤต,บจ. ไทยยูเนี่ยน ฟีดมิลล์,G91-05-4BJ-56094-112-10-1066-1,HITECH 998_05-25,0,,,28,0,28,22/11/2025,22/11/2025,2-4 เดือน,32.ผลิตเกินค่า ( 0/-5),4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,แจ้งฝ่ายขายติดตามขอ PO ลค.เพิ่ม,,-
P3/1 ผ่า,ปิยวัฒน์,บจ. พี เอ็ม ที โกลบอล,G91-05-4HC-48080-110-10-0028-E,กส.Atta Boy Beef Flavor_10Kg_Violet_ED25,#DIV/0!,,,"2,309",0,"2,309",24/06/2025,26/04/2025,9-12 เดือน,"20. ส่งเข้าคลังไม่จบในรอบเดียว, งานเศษส่งมาหลังจากขาย",4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,แจ้งฝ่ายขายติดตามขอ PO ลค.เพิ่ม,,-
P3/1 ผ่า,กิตติวัฒน์,บจ. กล้าทิพย์,G91-05-4KE-31046-100-02-0006-1,ก.ส ข้าวตราล้อบิน สีชมพู 5kg,-1,"16,750",,"16,750","16,750",0,11/09/2025,22/09/2025,5-6 เดือน,,,,,-
P3/1 ผ่า,กิตติวัฒน์,บจ. กล้าทิพย์,G91-05-4KE-31046-100-02-0006-1,ก.ส ข้าวตราล้อบิน สีชมพู 5kg,-1,"16,750",,"16,750","16,750",0,11/09/2025,22/09/2025,5-6 เดือน,,,,,-
P3/1 ผ่า,ดุสิต,บจ. หินแร่เพื่อการเกษตร,G91-05-4KK-51082-210-10-0008-1,กส. แร่ปรับสภาพดิน ตราช้างไทย 50กก.,-1,"2,000",,"2,380","2,000",380,11/09/2025,27/01/2026,5-6 เดือน,4. มีพีโอ และทำสต๊อคไว้ให้ลูกค้า,1. มีพีโอผลักดันส่งมอบลูกค้า,แจ้งฝ่ายขายขอเคลียร์ส่งหมดสต๊อกตามดิวในระบบ,, ผลิตเกิน ค่า เผื่อ
P3/1 ผ่า,ดุสิต,บจ. หินแร่เพื่อการเกษตร,G91-05-4KK-51082-210-10-0010-1,กส.แร่ปรับสภาพดิน ตรากวางทอง 50กก.,#DIV/0!,"3,000",,"3,090","3,000",90,12/09/2025,12/11/2025,5-6 เดือน,17. ผลิตเกินค่า (+0/-0),1. มีพีโอผลักดันส่งมอบลูกค้า,แจ้งฝ่ายขายขอเคลียร์ส่งหมดสต๊อกตามดิวในระบบ,,-
P3/1 ผ่า,ธนโชติ,คุณ บรรจบ  หนูฤทธิ์,G91-05-4LY-51087-210-10-0044-1,ถุงกราวเวียร์ 51x87 ซม.T,-1,"4,000",,"3,291","3,291",0,13/02/2026,13/02/2026,ไม่เกิน 30 วัน,,,,,-
P3/1 ผ่า,ธนโชติ,คุณ บรรจบ  หนูฤทธิ์,G91-05-4LY-51087-210-10-0046-1,ถุงกราเวียร์Green 51x87 ซม.SC,-1,"9,494",,"9,494","9,494",0,17/05/2025,03/11/2025,9-12 เดือน,,,,,-
P3/1 ผ่า,ธนโชติ,คุณ บรรจบ  หนูฤทธิ์,G91-05-4LY-51087-210-10-0048-1,ถุงกราเวียร์ 51x87 ซม.LP,-1,"3,800",,"3,790","3,790",0,29/11/2025,29/11/2025,2-4 เดือน,"20. ส่งเข้าคลังไม่จบในรอบเดียว, งานเศษส่งมาหลังจากขาย",7. ขายเกรดบี,แจ้งฝ่ายขายส่งเคลียร์ขายเกรดบี,30/09/2025 0:00,-
P3/1 ผ่า,ธนโชติ,คุณ บรรจบ  หนูฤทธิ์,G91-05-4LY-51087-210-10-0054-1,ถุงกราวเวียร์ UB 51x87 ซม. EP,#DIV/0!,,,"2,342",0,"2,342",16/05/2025,26/04/2025,9-12 เดือน,"20. ส่งเข้าคลังไม่จบในรอบเดียว, งานเศษส่งมาหลังจากขาย",4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,แจ้งฝ่ายขายติดตามขอ PO ลค.เพิ่ม,,-
P3/1 ผ่า,ธนโชติ,คุณ บรรจบ  หนูฤทธิ์,G91-05-4LY-51087-210-10-0056-1,ถุงกราเวียร์ LS 51x87 ซม. LS,#DIV/0!,,,"1,051",0,"1,051",04/08/2025,20/07/2025,7-8 เดือน,"20. ส่งเข้าคลังไม่จบในรอบเดียว, งานเศษส่งมาหลังจากขาย",4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,แจ้งฝ่ายขายติดตามขอ PO ลค.เพิ่ม,,-
P3/1 ผ่า,ดุสิต,บจ. บ้านสระข้าวดี,G91-05-4PA-38067-210-00-0046-1,กส.ข้าวเหนียว ตราเสือขาว 15กก ด.แดง,-1,"5,000",,"5,600","5,000",600,20/01/2026,21/01/2026,1 เดือน,,,,, งานผลิตเกินค่าเผื่อ ส่งเกินได้ ส่ง PO สุดท้าย ตามดิวส่งมอบ
P3/1 ผ่า,ดุสิต,บจ. บ้านสระข้าวดี,G91-05-4PA-38067-210-00-0063-1,กส.ข้าวเหนียว ตราเอ.โอ.เค. 15กก ด.แดง,#DIV/0!,"5,000",,"5,125","5,000",125,20/01/2026,21/01/2026,1 เดือน,4. มีพีโอ และทำสต๊อคไว้ให้ลูกค้า,1. มีพีโอผลักดันส่งมอบลูกค้า,แจ้งฝ่ายขายขอเคลียร์ส่งหมดสต๊อกตามดิวในระบบ,30/09/2025 0:00,-
P3/1 ผ่า,ดุสิต,บจ. บ้านสระข้าวดี,G91-05-4PA-38067-210-00-0064-1,กส.ข้าวเหนียว กระติ๊บ3 เพชร 15กก ด.แดง,#DIV/0!,"45,000","5,000","51,100","50,000","1,100",09/02/2026,05/01/2026,ไม่เกิน 30 วัน,,,,,-
P3/1 ผ่า,ปันภัค,บจ. ไร้ส์แลนด์ฟูดส์,G91-05-4PR-38056-111-11-0007-E,Royal Harvest Jasmine Fragrant Rice 10kg,#DIV/0!,,,200,0,200,11/07/2024,10/07/2024,เกินปี,17. ผลิตเกินค่า ( 0/-0),4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,แจ้งฝ่ายขายติดตามขอ PO ลค.เพิ่ม,,-
P3/1 ผ่า,ณัฐนันท์,บจ. ฟาสต์-มิกซ์,G91-05-4RD-41072-110-10-0024-1,CC SKIM COAT เทา 20 กก.เขียว Dec24,-1,,,300,0,300,01/02/2025,24/01/2025,เกินปี,"20. ส่งเข้าคลังไม่จบในรอบเดียว, งานเศษส่งมาหลังจากขาย",5. ลูกค้าไม่ใช้แล้ว ทำบันทึกขออนุมัติขายราคาพิเศษ,แจ้งฝ่ายขายติดตามขอ PO ลค.เพิ่ม,,-
P3/1 ผ่า,นรุตม์,คุณ กรกช  รักษาชาติ,G91-05-4SW-38066-210-00-0009-1,ข้าวหอมมะลิ ตราม้าเงิน 14 กก.,-1,"5,000",,"5,539","5,000",539,04/10/2025,06/10/2025,5-6 เดือน,15. ผลิตเกิน order ที่มี % ค่าเผื่อ ,1. มีพีโอผลักดันส่งมอบลูกค้า,แจ้งฝ่ายขายขอเคลียร์ส่งหมดสต๊อกตามดิวในระบบ,,-
P3/1 ผ่า,วันชัย,หจก. โรงสี ต.วัฒนาธัญกิจ,G91-05-4UE-58094-110-00-0002-1,ข้าวขาวคัดพิเศษตรากวางทองคู่ 49 kgส้ม,#DIV/0!,"9,800",,"8,683","8,683",0,20/01/2026,14/02/2026,1 เดือน,"20. ส่งเข้าคลังไม่จบในรอบเดียว, งานเศษส่งมาหลังจากขาย",4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,แจ้งฝ่ายขายติดตามขอ PO ลค.เพิ่ม,,-
P3/1 ผ่า,จตุระ,หจก. โรงสีชัยเจริญธัญญะ,G91-05-4UU-31051-110-02-0016-1,ข้าวขาวตราผึ้งอำพัน 5 กก.,-1,,,"1,859",0,"1,859",16/11/2025,14/11/2025,2-4 เดือน,"20. ส่งเข้าคลังไม่จบในรอบเดียว, งานเศษส่งมาหลังจากขาย",4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,แจ้งฝ่ายขายติดตามขอ PO ลค.เพิ่ม,,-
P3/1 ผ่า,ณัฐนันท์,บจ. เพอร์เฟคท์เพ็ท888,G91-05-4VQ-58096-110-10-0005-1,Cooperdog 20 Kg. AUG23,-1,,,570,0,570,11/08/2025,11/08/2025,7-8 เดือน,"20. ส่งเข้าคลังไม่จบในรอบเดียว, งานเศษส่งมาหลังจากขาย",4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,แจ้งฝ่ายขายติดตามขอ PO ลค.เพิ่ม,,-
P3/1 ผ่า,จตุระ,บจ. บุญช่วยค้าข้าว1999,G91-05-4XG-31048-110-02-0116-1,ข้าวหอมช่อราตรี 5 กก.ตราแตงโม_สาขาพิษ,#DIV/0!,"26,651",,"12,400","12,400",0,06/01/2026,08/12/2025,1 เดือน,,,,,-
P3/1 ผ่า,จตุระ,บจ. บุญช่วยค้าข้าว1999,G91-05-4XG-31048-110-02-0173-1,หอมใบเตย (เงิน) 5กก แตงโม_สาขาพิษ 02-25,#DIV/0!,"20,000",,"18,900","18,900",0,12/02/2026,08/12/2025,ไม่เกิน 30 วัน,12. มีพีโอ ลูกค้ายังไม่รับสินค้า,1. มีพีโอผลักดันส่งมอบลูกค้า,แจ้งฝ่ายขายขอเคลียร์ส่งหมดสต๊อกตามดิวในระบบ,,-
P3/1 ผ่า,จตุระ,บจ. บุญช่วยค้าข้าว1999,G91-05-4XG-31048-110-02-0193-1,CC หอมนาสวน 5 กก.ตราแตงโม 03-25,#DIV/0!,,,93,0,93,22/12/2025,23/12/2025,2-4 เดือน,,,,,-
P3/1 ผ่า,จตุระ,บจ. บุญช่วยค้าข้าว1999,G91-05-4XG-31048-110-02-0221-1,ข้าวขาวคัดพิเศษ ตราของขวัญ 5 กก.,#DIV/0!,"5,000",,"4,438","4,438",0,19/11/2025,19/11/2025,2-4 เดือน,,,,,-
P3/1 ผ่า,จตุระ,บจ. บุญช่วยค้าข้าว1999,G91-05-4XG-31048-110-02-0230-1,หอมนาสวน 5 กก.ตราแตงโม 12-25,#DIV/0!,"30,000",,"28,800","28,800",0,13/02/2026,31/01/2026,ไม่เกิน 30 วัน,,,,,-
P3/1 ผ่า,จตุระ,บจ. บุญช่วยค้าข้าว1999,G91-05-4XG-38066-110-00-0078-1,CC ข้าวหอมมะลิใบเตย 15 กก.ตราแตงโมNEW,-1,,,26,0,26,05/06/2024,06/06/2024,เกินปี,"20. ส่งเข้าคลังไม่จบในรอบเดียว, งานเศษส่งมาหลังจากขาย",4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,แจ้งฝ่ายขายติดตามขอ PO ลค.เพิ่ม,, งานเผลิตเกินค่าเผื่อ งานเกินขายได้หมด ส่งจบ PO สุดท้าย
P3/1 ผ่า,จตุระ,บจ. บุญช่วยค้าข้าว1999,G91-05-4XG-38066-110-00-0091-1,ข้าวเหลืองอ่อนประหยัด14กก.แตงโม V2,#DIV/0!,770,,710,710,0,16/01/2026,16/01/2026,1 เดือน,,,,, ผลิตเกินค่าเผื่อ ขายได้หมดรอส่ง PO สุดท้าย
P3/1 ผ่า,จตุระ,บจ. บุญช่วยค้าข้าว1999,G91-05-4XG-38066-110-00-0098-1,ข้าวหอมช่อราตรี 14กก.ตราแตงโมV2-1สาขาพิษ,#DIV/0!,"54,000",,"9,000","9,000",0,22/01/2026,10/01/2026,ไม่เกิน 30 วัน,,,,,-
P3/1 ผ่า,จตุระ,บจ. บุญช่วยค้าข้าว1999,G91-05-4XG-38066-110-00-0103-1,ข้าวเสาไห้ 14 กก.ตราแตงโมV2-สาขาพิษ,#DIV/0!,"20,000",,"20,000","20,000",0,28/08/2024,10/01/2026,เกินปี,4. มีพีโอ และทำสต๊อคไว้ให้ลูกค้า,1. มีพีโอผลักดันส่งมอบลูกค้า,ผลักดันส่งมบตามดิว,, งานเศษไม่เคลียร์ขาย
P3/1 ผ่า,จตุระ,บจ. บุญช่วยค้าข้าว1999,G91-05-4XG-38066-110-00-0104-1,CC ข้าวหอมมะลิใบเตย 15กก.ตราแตงโม V2สา,#DIV/0!,,,91,0,91,07/03/2024,12/03/2024,เกินปี,"20. ส่งเข้าคลังไม่จบในรอบเดียว, งานเศษส่งมาหลังจากขาย",4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,แจ้งฝ่ายขายติดตามขอ PO ลค.เพิ่ม,, งานเกินค่าเผื่อเคลียรขายได้หมดส่งตามดิว
P3/1 ผ่า,จตุระ,บจ. บุญช่วยค้าข้าว1999,G91-05-4XG-38066-110-00-0120-1,ข้าวเหลืองอ่อนประหยัด14กก.แตงโม_สาขาพิษ,#DIV/0!,"10,000",,"8,632","8,632",0,22/01/2026,29/08/2025,ไม่เกิน 30 วัน,,,,,-
P3/1 ผ่า,จตุระ,บจ. บุญช่วยค้าข้าว1999,G91-05-4XG-38066-110-00-0222-1,ข้าวขาวคัดพิเศษ ตราของขวัญ 14 กก.,#DIV/0!,"5,000",,"5,065","5,000",65,18/11/2025,19/11/2025,2-4 เดือน,12. มีพีโอ ลูกค้ายังไม่รับสินค้า,1. มีพีโอผลักดันส่งมอบลูกค้า,แจ้งฝ่ายขายติดตามขอ PO ลค.เพิ่ม,,-
P3/1 ผ่า,จตุระ,บจ. บุญช่วยค้าข้าว1999,G91-05-4XG-38066-110-00-0231-1,หอมนาสวน 14 กก.ตราแตงโม 12-25,#DIV/0!,"21,000",,"20,262","20,262",0,14/02/2026,03/02/2026,ไม่เกิน 30 วัน,,,,,-
P3/1 ผ่า,จตุระ,บจ. บุญช่วยค้าข้าว1999,G91-05-4XG-38066-110-00-0237-1,ข้าวหอมดง 14 กก.ตราแตงโม_12-25,#DIV/0!,"10,000",,"8,853","8,853",0,25/01/2026,27/01/2026,ไม่เกิน 30 วัน,,,,,-
P3/1 ผ่า,จตุระ,บจ. บุญช่วยค้าข้าว1999,G91-05-4XG-38066-110-00-0240-1,ข้าวเหลืองอ่อน 14 กก.ตราแตงโมส้ม 12-25,#DIV/0!,"20,000",,"19,173","19,173",0,05/02/2026,31/01/2026,ไม่เกิน 30 วัน,,,,,-
P3/1 ผ่า,จตุระ,บจ. บุญช่วยค้าข้าว1999,G91-05-4XG-41069-110-10-0158-1,MOMO CAT รสปลาทู 7 kg,#DIV/0!,"7,000",,"7,400","7,000",400,10/02/2026,10/02/2026,ไม่เกิน 30 วัน,,,,,-
P3/1 ผ่า,จตุระ,บจ. บุญช่วยค้าข้าว1999,G91-05-4XG-41069-110-10-0171-1,MOMO CAT แซลมอน 7kg 02-25,#DIV/0!,"7,000",,"7,579","7,000",579,09/02/2026,10/02/2026,ไม่เกิน 30 วัน,4. มีพีโอ และทำสต๊อคไว้ให้ลูกค้า,1. มีพีโอผลักดันส่งมอบลูกค้า,แจ้งฝ่ายขายขอเคลียร์ส่งหมดสต๊อกตามดิวในระบบ,27/12/2025 0:00,-
P3/1 ผ่า,จตุระ,บจ. บุญช่วยค้าข้าว1999,G91-05-4XG-53087-110-10-0154-1,MOMO DOG รสตับ 14 kg,#DIV/0!,"7,000",,"6,600","6,600",0,10/02/2026,04/02/2026,ไม่เกิน 30 วัน,,,,,-
P3/1 ผ่า,จตุระ,บจ. บุญช่วยค้าข้าว1999,G91-05-4XG-58086-110-00-0146-1,CC หอมใบเตย 40 กก. ตราแตงโม,#DIV/0!,57,,57,57,0,18/12/2025,17/12/2025,2-4 เดือน,,,,,-
P3/1 ผ่า,จตุระ,บจ. บุญช่วยค้าข้าว1999,G91-05-4XG-58086-110-00-0148-1,ข้าวเสาไห้ 40 กก. ตราแตงโม,#DIV/0!,"3,497",,"3,494","3,494",0,15/08/2025,14/11/2025,7-8 เดือน,15. ผลิตเกิน order ที่มี % ค่าเผื่อ ,1. มีพีโอผลักดันส่งมอบลูกค้า,แจ้งฝ่ายขายขอเคลียร์ส่งหมดสต๊อกตามดิวในระบบ,,-
P3/1 ผ่า,จตุระ,บจ. บุญช่วยค้าข้าว1999,G91-05-4XG-58086-110-00-0150-1,ข้าวเหลืองอ่อน 40 กก ตราแตงโมส้ม,#DIV/0!,"5,141",,"5,141","5,141",0,07/01/2026,08/01/2026,1 เดือน,,,,,-
P3/1 ผ่า,จตุระ,บจ. บุญช่วยค้าข้าว1999,G91-05-4XG-58086-110-00-0170-1,CC หอมมะลิกาญจน์ 40 กก.ตราแตงโม 01-25,#DIV/0!,,,200,0,200,28/08/2025,30/08/2025,5-6 เดือน,9. สินค้า Overlot ขายเศษไม่หมดสต๊อค,4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,แจ้งฝ่ายขายติดตามขอ PO ลค.เพิ่ม,,-
P3/1 ผ่า,จตุระ,บจ. บุญช่วยค้าข้าว1999,G91-05-4XG-58086-110-00-0196-1,ข้าวหอมช่อราตรี 40 กก.ตราแตงโม,-1,"5,000",,"4,000","4,000",0,27/11/2025,28/11/2025,2-4 เดือน,,,,,-
P3/1 ผ่า,จตุระ,บจ. บุญช่วยค้าข้าว1999,G91-05-4XG-58086-110-00-0214-1,ข้าวสารสุนัข 40 กก. ตราแตงโม,#DIV/0!,,,"2,156",0,"2,156",07/10/2025,27/08/2025,5-6 เดือน,"20. ส่งเข้าคลังไม่จบในรอบเดียว, งานเศษส่งมาหลังจากขาย",4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,แจ้งฝ่ายขายติดตามขอ PO ลค.เพิ่ม,,-
P3/1 ผ่า,จตุระ,บจ. บุญช่วยค้าข้าว1999,G91-05-4XG-58086-110-00-0232-1,ข้าวหอมนาสวน 40 กก.ตราแตงโม 12-25,#DIV/0!,"5,000",,480,480,0,31/01/2026,31/01/2026,ไม่เกิน 30 วัน,,,,,-
P3/1 ผ่า,จตุระ,บจ. บุญช่วยค้าข้าว1999,G91-05-4XG-58086-110-00-0235-1,หอมกาญจน์ 40 กก.ตราแตงโม_12-25,#DIV/0!,"5,000",,"5,174","5,000",174,22/01/2026,23/01/2026,ไม่เกิน 30 วัน,,,,,-
